LON,LAT,EDO,CLAVE,ESTACION,ene-21
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",14.9
-107.973333,26.9425,CHIH,TBRSI,"San Francisco, Chih.",81.7
-107.85,28.95,CHIH,TMCCH,"Observatorio de TemÛsachic, Chih.",15.0
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",16.0
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",102.0
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",4.0
-105.773333,27.99,CHIH,VILLALBA,"Villalba, Chih. SGT*",16.5
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",12.5
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",7.4
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario DomÌnguez, Chis.",0.0
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",0.1
-93.15,16.641944,CHIS,BOQCP,"BoquerÛn, Chis.",0.3
-92.716667,15.35,CHIS,CACCP,"Cacaluta, Chis.",87.2
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",0.7
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",2.8
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",64.0
-91.710278,16.383056,CHIS,CHAYABE,"Finca ChayabÈ, Chis. SGT*",124.8
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",3.6
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",2.6
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",8.2
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comit·n, Chis. SMN*",13.0
-92.1,16.2,CHIS,COOCP,"Observatorio de Comit·n, Chis.",12.1
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. SMN*",0.0
-93.076389,16.166944,CHIS,CREDREVOLUCIONM,Cred RevoluciÛn Mexicana Chis. SMN*,0.0
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",4.2
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",109.3
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",21.2
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",20.6
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",17.0
-92.829444,17.373056,CHIS,ESCALONCP,"El EscalÛn, Chis. SGT*",178.6
-92.666667,15.316667,CHIS,ESCCP,"Escuintla, Chis.",43.1
-92.67,15.33,CHIS,ESCUINTLA,"Escuintla, Chis. SMN*",24.7
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata CFE, Chis.",368.9
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",3.6
-92.402778,14.997222,CHIS,HUECP,"Huehuet·n, Chis.",17.2
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",40.1
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",0.0
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",0.0
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",361.9
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",0.0
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",9.0
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",80.4
-93.598889,17.178611,CHIS,MALCP,"NezahualcÛyotl, Chis.",149.0
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",44.6
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",12.6
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",42.2
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",6.2
-93.458611,17.446111,CHIS,PENCP,"¡ngel Albino Corzo, Chis.",257.4
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",6.5
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",110.2
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",8.4
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",0.0
-93.079167,16.158333,CHIS,REVCP,"RevoluciÛn Mexicana, Chis.",0.1
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",182.8
-92.332778,17.56,CHIS,SALTODEAGUA,"Salto de Agua, Chis. SGT*",142.0
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",456.0
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San CristÛbal, Chis.",5.8
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",11.1
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0.0
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",59.8
-93.55,17.35,CHIS,SITALA,"Sitala, Chis. SGT*",64.7
-93.085,17.561111,CHIS,SJOCP,"San JoaquÌn, Chis.",255.4
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",4.4
-92.820833,16.938889,CHIS,SNACP,"Santa MarÌa, Chis.",90.2
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",12.0
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",90.6
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",0.4
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0.0
-93.147222,16.762778,CHIS,TUXTLAGTZob,"Observatorio de Tuxtla GutiÈrrez, Chis. SMN*",0.2
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla GutiÈrrez, Chis.",0.5
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla GutiÈrrez Zoomat, Chis.",0.0
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac CFE, Chis.",377.0
-93.330556,17.116667,CHIS,YAMCP,"YamonhÛ, Chis.",180.4
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",6.0
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",9.2
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",0.0
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",7.0
-102.064444,26.983333,COAH,CCGCL,"Cuatro CiÈnegas, Coah.",0.0
-100.950278,29.327778,COAH,CDACL,"Ciudad AcuÒa, Coah.",9.0
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",13.0
-102.037778,26.990278,COAH,CUATROCIENEGAS,"Cuatro CiÈnegas, Coah. SMN*",0.0
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",0.0
-100.920833,25.436111,COAH,ESLCL,"SecretarÌa de Agricultura Saltillo, Coah.",1.0
-103.262778,25.773889,COAH,FIMCL,"Francisco I. Madero, Coah.",0.0
-100.832222,28.82,COAH,LFGCL,"La Fragua, Coah.",0.0
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",0.0
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",4.1
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos M˙zquiz, Coah. SMN*",7.0
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",27.9
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",3.0
-100.556944,28.667778,COAH,RIOESCONDIDOC,"RÌo Escondido Villa De Fuentes, Coah. CILA*",13.0
-100.634444,28.898611,COAH,RioSanRodrigoC,"RÌo San Rodrigo cerca El Moral, Piedras Negras Coah., CILA*",12.8
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",1.0
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",0.6
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jimenez, Coah. CILA*",10.5
-101.213056,28.399444,COAH,SANTACECILIA,"Santa Cecilia, Coah. SMN*",7.8
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",6.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",5.0
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",0.7
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",0.2
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",2.9
-103.45,25.541667,COAH,TORCL,"Observatorio de TorreÛn, Coah.",0.5
-100.95,27.519444,COAH,VCARRANZA,"Venustiano Carranza, Coah. SMN*",9.8
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",9.5
-100.898889,29.033889,COAH,ZPTCL,"Zapata, Coah.",7.0
-103.613056,19.2475,COL,BVSCM,"Buenavista, Col.",0.0
-103.725556,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0.0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",3.0
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0.9
-103.804167,19.2125,COL,CQMCM,"Coquimatl·n, Col.",0.0
-103.6,19.325,COL,CUACM,"CuauhtÈmoc, Col.",0.0
-103.884444,19.111389,COL,DJLCM,"Presa derivadora Jala, Col.",0.0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",24.4
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",0.0
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",0.0
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",1.1
-104.297778,19.069167,COL,MANZANILLOmar,"Manzanillo, Col. SEMAR*",3.3
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",0.0
-104.318611,19.044444,COL,MNZCM,"Observatorio de Manzanillo, Col.",0.1
-103.8125,19.3275,COL,PNTCM,"PeÒitas, Col.",0.0
-104.100556,18.938611,COL,RDRCM,"Radar, Col.",0.0
-103.700833,19.408333,COL,SCHCM,"Suchitl·n, Col.",0.0
-103.9175,19.463611,COL,SMANANTLANI,"Sierra Manatl·n 1, Jal. SMN*",1.0
-103.867778,18.911667,COL,TCMCM,"Tecom·n, Col.",0.0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",1.0
-99.329444,19.3225,DF,ACOPILCO,"Acopilco, Cd. de MÈx. UNAM*",4.9
-99.099722,19.379167,DF,ACULCO,"Planta de Bombeo Aculco, Cd. de MÈx. SACMEX*",16.0
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de MÈx.",5.6
-99.188889,19.214722,DF,AJUSCO,"Ajusco, Cd. de MÈx. UNAM*",13.3
-99.210278,19.218611,DF,AJUSCODF,"Ajusco, Cd. de MÈx. SACMEX*",5.6
-99.174167,19.240833,DF,AMC,"Academia Mexicana de Ciencias, Cd. de MÈx. UNAM*",7.3
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de MÈx. UNAM*",2.9
-99.283333,19.436389,DF,BOSQUEREAL,"Bosque Real, MÈx. UNAM*",1.5
-99.195,19.292222,DF,BTLALPAN,"Rebombeo Bosque de Tlalpan, Cd. de MÈx. SACMEX*",1.8
-98.998056,19.356111,DF,CARCELMUJERES,"C·rcel de Mujeres, Cd. de MÈx. SACMEX*",8.4
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias BiolÛgicas IPN, Cd. de MÈx. SMN*",1.8
-99.171667,19.453333,DF,CBIOLOGIPN,"Eescuela Nacional de Ciencias BiolÛgicas IPN, Cd. de MÈx. OCAVM*",1.4
-99.176111,19.326111,DF,CCA,"Centro de Ciencias de la AtmÛsfera, Cd. de MÈx UNAM*",1.4
-99.059722,19.383889,DF,CCHOTE,"CCH Oriente, Cd. de MÈx. UNAM*",9.0
-99.140833,19.483333,DF,CCHVALLEJO,"CCH Vallejo, Cd. de MÈx. UNAM*",1.8
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de MÈx.",2.8
-99.082222,19.408611,DF,CDEPORTIVA,"Ciudad Deportiva, Cd. de MÈx. SACMEX*",10.7
-98.999444,19.357222,DF,CDMDF,"C·rcel de Mujeres, Cd. de MÈx.",8.4
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de MÈx.",10.7
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de MÈx.",2.1
-99.196111,19.311667,DF,CENAPRED,"Centro de Ciencias de la AtmÛsfera CENAPRED, Cd. de MÈx SMN*",1.4
-99.077222,19.336944,DF,CESTRELLA,"Planta de Tratamiento Cerro de La Estrella, Cd. de MÈx. SACMEX*",5.1
-99.171667,19.1375,DF,CFORESTAL,"Caseta Forestal, Cd. de MÈx. SACMEX*",26.7
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de MÈx.",27.4
-99.047222,19.442222,DF,CHAPLAGO,"Planta de Bombeo Churubusco Lago, Cd. de MÈx. SACMEX*",10.7
-99.136667,19.470556,DF,CIENMETROS,"Avenida Cien Metros, Cd. de MÈx. SACMEX*",2.8
-99.182778,19.486944,DF,CMECOAYA,"Campamento Mecoaya, Cd. de MÈx. SACMEX*",3.6
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de MÈx.",2.8
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de MÈx.",3.6
-99.134722,19.287778,DF,COAPA,"Coapa, Cd. de MÈx. UNAM*",1.7
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de MÈx SGT*",2.7
-99.247222,19.306389,DF,CONTRERAS,"Contreras, Cd. de MÈx. UNAM*",2.0
-99.09,19.484722,DF,COYOLDF,"Coyol, Cd. de MÈx. SACMEX*",3.8
-99.196111,19.406389,DF,CTMDF,"Observatorio de Tacubaya, Cd. de MÈx.",6.6
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de MÈx.",3.8
-99.097222,19.193611,DF,CUAUHTENCO,"Cuauhtenco, Cd. de MÈx. UNAM*",2.8
-99.104722,19.282778,DF,CUEMANCO,"Cuemanco, Cd. de MÈx. UNAM*",0.0
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de MÈx.",3.8
-99.310556,19.313056,DF,DDELOSLEONES,"Desierto de los Leones, Cd. de MÈx. SACMEX*",8.6
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de MÈxico, Cd. de MÈx.",2.0
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de MÈx. SACMEX*",7.4
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de MÈx.",8.6
-99.15,19.383333,DF,DVLDF,"Del Valle, Cd. de MÈx.",7.4
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de MÈx.",1.5
-99.151944,19.300278,DF,EAZTECA,"Estadio Azteca, Cd. de MÈx. SACMEX*",1.5
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de MÈx. SMN*",2.6
-99.271111,19.373889,DF,ELCARTERO,"Tanque el Cartero, Cd. de MÈx. SACMEX*",2.8
-99.066667,19.377778,DF,ELMORALDF,"Lumbrera Cuatro RÌos El Moral, Cd. de MÈx. SACMEX*",9.7
-99.286667,19.363611,DF,ELYAQUI,"El Yaqui, Cd. de MÈx. SACMEX*",3.1
-99.352778,19.295278,DF,ELZARCO,"El Zarco, MÈx. SACMEX*",5.6
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de MÈx.",3.1
-99.352222,19.295,DF,EZCDF,"El Zarco, MÈx.",6.1
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de MÈx.",4.7
-99.1325,19.431389,DF,GDF,"Gobierno de la Ciudad de MÈxico, Cd. de MÈx. SACMEX*",2.0
-99.098889,19.458611,DF,GEN101,"Planta Generadora 101, Cd. de MÈx. SACMEX*",2.5
-99.264722,19.304722,DF,HUAYATLA,"Huayatla, Cd. de MÈx. SACMEX*",3.1
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de MÈx.",3.1
-99.181944,19.329722,DF,IIUNAM,"Instituto de IngenierÌa, Cd. de MÈx. UNAM*",1.8
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de MÈx. UNAM*",2.1
-99.07,19.349722,DF,IZTAPALAPA,"Iztapalapa, Cd. de MÈx. UNAM*",7.9
-98.975,19.339167,DF,LACALDERA,"La Caldera SubestaciÛn elÈctrica Santa LucÌa, MÈx. SACMEX*",8.1
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de MÈx. UNAM*",1.8
-99.020556,19.345,DF,LAQUEBRADORA,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de MÈx. SACMEX*",20.1
-99.310833,19.333333,DF,LAVENTA,"La Venta, Cd. de MÈx. SACMEX*",4.3
-99.120833,19.489722,DF,LINDAVISTA,"Planta de Bombeo Lindavista, Cd. de MÈx. SACMEX*",1.8
-99.069167,19.420833,DF,LOPEZMATEOS,"Planta de Bombeo LÛpez Mateos, Cd. de MÈx. SACMEX*",7.6
-98.978611,19.357778,DF,LOSREYES,"Los Reyes, MÈx. UNAM*",9.1
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro RÌos (El Moral), Cd. de MÈx.",9.7
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de MÈx.",4.6
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de MÈx.",0.5
-99.279722,19.229722,DF,MALEGRE,"Monte Alegre, Cd. de MÈx. SACMEX*",0.3
-99.133889,19.403333,DF,MCARRILLO,Marcos Carrillo Cd. de MÈx. SACMEX*,6.4
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de MÈx.",6.4
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de MÈx. UNAM*",3.5
-99.0175,19.196667,DF,MILPAALTA,"Milpa Alta, Cd. de MÈx. UNAM*",3.2
-99.1275,19.365556,DF,MLIBRE,"Planta de Bombeo Municipio Libre, Cd. de MÈx. SACMEX*",7.9
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de MÈx.",0.5
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo (Mezontepec), Cd. de MÈx.",0.0
-99.093889,19.246944,DF,NATIVITAS,"Planta Nativitas, Cd. de MÈx. SACMEX*",6.1
-99.243333,19.473889,DF,NAUCALPAN,"Naucalpan, MÈx. UNAM*",2.9
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de MÈx. UNAM*",3.2
-99.165278,19.469167,DF,NSMARIA,"Planta de Bombeo Nueva Santa MarÌa, Cd. de MÈx. SACMEX*",1.8
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de MÈcico Sur, Cd. de MÈx.",5.3
-99.098611,19.318333,DF,OFICINAGAVM,"Organismo de Cuenca Aguas del Valle de MÈcico Sur, Cd. de MÈx. SACMEX*",4.8
-99.193611,19.234444,DF,PAMEZONTEPEC,"Planta Abasolo Mezontepec, Cd. de MÈx. SACMEX*",0.0
-99.071667,19.415,DF,PANTITLAN,"Pantitl·n, Cd. de MÈx. UNAM*",8.8
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de MÈx.",16.0
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de MÈx.",10.7
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de MÈx.",1.8
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. EjÈrcito de Oriente, Cd. de MÈx.",6.6
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de MÈx.",2.8
-99.201944,19.423889,DF,PCHAPULTEPEC,"Planta Chapultepec, Cd. de MÈx. SACMEX*",1.8
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de MÈx.",2.0
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de MÈx.",2.5
-99.205556,19.269444,DF,PICACHO,"Picacho, Cd. de MÈx. UNAM*",2.6
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de MÈx.",5.1
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo LÛpez Mateos, Cd. de MÈx.",7.6
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de MÈx.",7.9
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",7.1
-99.098889,19.384444,DF,PREPA2,"Prepa 2, Cd. de MÈx. UNAM*",15.5
-99.196111,19.403333,DF,PREPA4,"Prepa 4, Cd. de MÈx. UNAM*",7.1
-99.134722,19.307222,DF,PREPA5,"Prepa 5, Cd. de MÈx. UNAM*",2.2
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento RÌo de La Magdalena, Cd. de MÈx.",3.8
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",1.0
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",10.7
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx.",1.8
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",1.8
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",3.6
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de MÈx.",1.3
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de MÈx.",1.8
-99.167778,19.399167,DF,RADIOCOMDF,"RadiocomunicaciÛn, Cd. de MÈx. SACMEX*",5.3
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de MÈx.",2.0
-99.17,19.4,DF,RCMDF,"Radio ComunicaciÛn, Cd. de MÈx.",5.3
-99.264444,19.288611,DF,RIOMAGDALENA,"Planta de Tratamiento RÌo de La Magdalena, Cd. de MÈx. SACMEX*",3.8
-99.190833,19.51,DF,ROSARIODF,"Planta de Tratamiento Rosario, Cd. de MÈx. SACMEX*",3.6
-99.155278,19.515,DF,RREMEDIOS,"RÌo de los Remedios, Cd. de MÈx. SACMEX*",0.8
-99.136944,19.425,DF,SACMEX,"Sistema de Aguas, Cd. de MÈx. UNAM*",4.9
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de MÈx. Unam*, Cd. de MÈx. INIFAP*",4.2
-99.266111,19.306389,DF,SANBERNABE,"San BernabÈ, Cd. de MÈx. UNAM*",3.2
-99.239167,19.311667,DF,SANFRANCISCODF,"San Francisco, Cd. de MÈx. SACMEX*",2.0
-99.228056,19.436667,DF,SANJOAQUINDF,"Tanque San JoaquÌn, Cd. de MÈx. SACMEX*",0.8
-99.028889,19.259722,DF,SANLUISDF,"Planta San Luis, Cd. de MÈx. SACMEX*",1.8
-99.265278,19.362222,DF,SANTAFEDF,"Santa Fe Santa LucÌa, Cd. de MÈx. SACMEX*",3.1
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",5.8
-99.274167,19.33,DF,SBAMEYALCO,"San Bartolo Ameyalco, Cd. de MÈx. SACMEX*",5.8
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de MÈx.",20.3
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",0.0
-99.046389,19.253611,DF,SGREGORIO,"San Gregorio, Cd. de MÈx. UNAM*",3.5
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",4.5
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro M·rtir, Cd. de MÈx. SACMEX*",1.5
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",3.1
-98.960556,19.320833,DF,SSCDF,"La Caldera SubestaciÛn elÈctrica Santa LucÌa, MÈx.",8.1
-99.09,19.190556,DF,SSCUAUTENCO,"San Salvador Cuauhtenco, Cd. de MÈx. SACMEX*",3.8
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de MÈx. UNAM*",1.1
-99.2125,19.360833,DF,TARANGO,"Tarango, Cd. de MÈx. SACMEX*",0.3
-99.141389,19.344444,DF,TAXQUENA,"TaxqueÒa, Cd. de MÈx. UNAM*",2.5
-99.145278,19.555833,DF,TCHALMITA,"Tanque Chalmita, Cd. de MÈx. SACMEX*",2.8
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",2.8
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",3.0
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",3.6
-98.971111,19.210833,DF,TETELCO,"Tetelco, Cd. de MÈx. SACMEX*",0.5
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÈx. SMN*",12.7
-99.170556,19.439444,DF,TIZOC,"Planta de Bombeo Tizoc, Cd. de MÈx. SACMEX*",2.8
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tl·huac, Cd. de MÈx. SACMEX*",3.1
-99.220833,19.337778,DF,TLIENZO,"Tanque Lienzo, Cd. de MÈx. SACMEX*",3.6
-99.211667,19.399167,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",5.3
-99.152778,19.208611,DF,TOPILEJO,"Topilejo, Cd. de MÈx. UNAM*",10.9
-99.135833,19.199444,DF,TOPILEJODF,"Topilejo, Cd. de MÈx. SACMEX*",3.1
-99.082222,19.441111,DF,TPENON,"Tanque PeÒÛn, Cd. de MÈx. SACMEX*",3.3
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÈx.",4.3
-99.084722,19.440833,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",3.5
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÈx.",0.3
-99.218056,19.397222,DF,TRIANGULO,"Tri·ngulo, Cd. de MÈx. SACMEX*",5.3
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",2.0
-99.228611,19.436389,DF,TSJDF,"Tanque San JoaquÌn, Cd. de MÈx.",0.8
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa LucÌa), Cd. de MÈx.",3.1
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de MÈx.",0.5
-99.01,19.250278,DF,TULYEHUALC,"Tulyehualco, Cd. de MÈx. UNAM*",3.2
-99.189444,19.503333,DF,UAMAZC,"UAM Azcapotzalco, Cd. de MÈx. UNAM*",5.3
-99.036944,19.379444,DF,UEDEO,"Planta de Bombeo U.H. EjÈrcito de Oriente, Cd. de MÈx. SACMEX*",6.6
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de MÈx. SACMEX*",2.8
-99.211667,19.510278,DF,VDCDF,"Vaso de Cristo, MÈx.",0.0
-99.276111,19.372222,DF,VHERMOSA,"Vista Hermosa, Cd. de MÈx. UNAM*",2.5
-99.126389,19.286667,DF,VILLACOAPA,"Planta de Bombeo Villa Coapa, Cd. de MÈx. SACMEX*",1.0
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de MÈx. UNAM*",5.4
-99.144444,19.332778,DF,XOTEPINGO,"Planta de Bombeo Xotepingo, Cd. de MÈx. SACMEX*",1.5
-99.149167,19.372778,DF,ZAPATA,"Zapata, Cd. de MÈx. UNAM*",8.1
